profID,layer_thickness,density_combined,wl_index,wl_thickness,layers_above_wl,layer_top,layer_bottom,hardness,gt1,gt2,gs1,gs2,crust,datetime,slopeangle,RB_score,RB_releasetype,RB_height_obs,RB_class,localNowcast,approximate_critical_loads,density_above_wl,snow_profiles,RB_class,region,nbr_layers,layers_above_wl,density_above_wl
14990,"[14.0, 1.0, 29.0, 11.0, 13.0, 8.0, 15.0]","[210.0, 250.0, 158.0, 215.51749561875042, 202.0738495144293, 167.40359922257957, 96.0]",0,14.0,"[1.0, 29.0, 11.0, 13.0, 8.0, 15.0]","[14.0, 15.0, 44.0, 55.0, 68.0, 76.0, 91.0]","[0.0, 14.0, 15.0, 44.0, 55.0, 68.0, 76.0]","[1.0, 3.0, 1.0, 2.5, 3.0, 2.0, 1.0]","[5, 4, 4, 4, 3, 3, 2]","[5, 4, 4, 3, 3, 3, 1]","[2.0, 1.5, 1.0, 0.7, 0.5, 0.75, 1.5]","[3.0, 2.0, 2.0, 1.0, 0.5, 1.0, 2.0]","[0, 1, 0, 0, 0, 0, 0]",2007-12-14 13:00,35.0,6,3.0,14.0,3.0,2.0,439.4377420686678,"[250.0, 158.0, 215.51749561875042, 202.0738495144293, 167.40359922257957, 96.0]","[(250.0, 10.0), (158.0, 290.0), (215.51749561875042, 110.0), (202.0738495144293, 130.0), (167.40359922257957, 80.0), (96.0, 150.0)]",3.0,1,6,"[1.0, 29.0, 11.0, 13.0, 8.0, 15.0]","[250.0, 158.0, 215.51749561875042, 202.0738495144293, 167.40359922257957, 96.0]"
15952,"[17.0, 4.0, 50.0, 6.5, 0.5, 23.0, 2.0, 3.0, 4.0, 15.0, 3.0, 2.5999999999999943, 0.4000000000000057]","[222.5, 227.25, 242.34391954305838, 191.375, 295.0625, 192.55248685625125, 181.0, 158.0, 214.05538713582197, 194.8508998056449, 175.60395559732385, 238.01846237860732, 140.0]",3,6.5,"[0.5, 23.0, 2.0, 3.0, 4.0, 15.0, 3.0, 2.5999999999999943, 0.4000000000000057]","[17.0, 21.0, 71.0, 77.5, 78.0, 101.0, 103.0, 106.0, 110.0, 125.0, 128.0, 130.6, 131.0]","[0.0, 17.0, 21.0, 71.0, 77.5, 78.0, 101.0, 103.0, 106.0, 110.0, 125.0, 128.0, 130.6]","[1.5, 2.0, 3.5, 1.5, 4.0, 2.5, 1.5, 1.0, 3.0, 2.0, 1.5, 3.0, 1.0]","[5, 5, 3, 4, 4, 3, 4, 4, 3, 4, 4, 4, 6]","[5, 4, 4, 5, 7, 4, 4, 4, 4, 3, 3, 3, 6]","[2.0, 1.0, 0.5, 1.0, 0.5, 0.5, 2.0, 2.0, 0.5, 0.5, 0.5, 1.0, 2.0]","[3.0, 3.0, 1.0, 2.0, 1.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 3.0, 4.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2007-12-24 09:00,35.0,5,3.0,77.5,3.0,1.0,197.7469839309005,"[295.0625, 192.55248685625125, 181.0, 158.0, 214.05538713582197, 194.8508998056449, 175.60395559732385, 238.01846237860732, 140.0]","[(295.0625, 5.0), (192.55248685625125, 230.0), (181.0, 20.0), (158.0, 30.0), (214.05538713582197, 40.0), (194.8508998056449, 150.0), (175.60395559732385, 30.0), (238.01846237860732, 25.999999999999943), (140.0, 4.000000000000057)]",3.0,1,9,"[0.5, 23.0, 2.0, 3.0, 4.0, 15.0, 3.0, 2.5999999999999943, 0.4000000000000057]","[295.0625, 192.55248685625125, 181.0, 158.0, 214.05538713582197, 194.8508998056449, 175.60395559732385, 238.01846237860732, 140.0]"
16090,"[2.0, 18.0, 21.0, 3.5, 1.5, 5.0, 1.0, 25.0, 14.700000000000003, 0.29999999999999716]","[151.75, 238.01846237860732, 227.0, 204.0, 278.73334707923954, 181.0, 250.0, 204.0, 157.3775, 178.0625]",5,5.0,"[1.0, 25.0, 14.700000000000003, 0.29999999999999716]","[2.0, 20.0, 41.0, 44.5, 46.0, 51.0, 52.0, 77.0, 91.7, 92.0]","[0.0, 2.0, 20.0, 41.0, 44.5, 46.0, 51.0, 52.0, 77.0, 91.7]","[1.0, 3.0, 2.5, 2.0, 4.0, 1.5, 3.0, 2.0, 1.0, 3.0]","[4, 4, 4, 4, 3, 4, 4, 4, 4, 6]","[9, 3, 4, 4, 4, 4, 4, 4, 3, 7]","[1.0, 0.5, 1.0, 1.0, 0.5, 1.0, 0.5, 0.5, 0.25, 1.0]","[2.0, 1.75, 2.0, 2.0, 1.0, 1.75, 1.0, 1.0, 0.75, 4.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2007-12-27 12:00,32.0,6,3.0,51.0,3.0,1.0,439.4377420686678,"[250.0, 204.0, 157.3775, 178.0625]","[(250.0, 10.0), (204.0, 250.0), (157.3775, 147.00000000000003), (178.0625, 2.9999999999999716)]",3.0,1,4,"[1.0, 25.0, 14.700000000000003, 0.29999999999999716]","[250.0, 204.0, 157.3775, 178.0625]"
16170,"[17.0, 6.0, 7.0, 18.9, 0.10000000000000142]","[210.0, 171.0, 158.0, 278.73334707923954, 140.0]",1,6.0,"[7.0, 18.9, 0.10000000000000142]","[17.0, 23.0, 30.0, 48.9, 49.0]","[0.0, 17.0, 23.0, 30.0, 48.9]","[1.0, 1.0, 1.0, 4.0, 1.0]","[5, 4, 4, 3, 6]","[5, 5, 4, 4, 6]","[1.5, 1.0, 0.5, 0.25, 1.0]","[4.0, 2.0, 1.25, 0.5, 1.0]","[0, 0, 0, 0, 0]",2007-12-28 09:00,37.0,4,1.0,23.0,2.0,1.0,131.83132262060033,"[158.0, 278.73334707923954, 140.0]","[(158.0, 70.0), (278.73334707923954, 189.0), (140.0, 1.0000000000000142)]",2.0,1,3,"[7.0, 18.9, 0.10000000000000142]","[158.0, 278.73334707923954, 140.0]"
17410,"[6.0, 24.0, 24.0, 19.0, 12.0, 5.0, 17.0, 13.0, 17.30000000000001, 0.5, 0.19999999999998863, 2.5, 0.5, 6.0, 13.0, 4.0]","[196.75, 259.0, 236.5313065143528, 217.0, 174.25, 214.05538713582197, 196.75, 181.0, 158.0, 158.0, 270.1875, 141.8825, 292.25, 149.3118667919715, 114.6275, 164.80269941693467]",9,0.5,"[0.19999999999998863, 2.5, 0.5, 6.0, 13.0, 4.0]","[6.0, 30.0, 54.0, 73.0, 85.0, 90.0, 107.0, 120.0, 137.3, 137.8, 138.0, 140.5, 141.0, 147.0, 160.0, 164.0]","[0.0, 6.0, 30.0, 54.0, 73.0, 85.0, 90.0, 107.0, 120.0, 137.3, 137.8, 138.0, 140.5, 141.0, 147.0, 160.0]","[2.0, 4.0, 3.5, 3.0, 1.5, 3.0, 2.0, 1.5, 1.0, 1.0, 2.0, 1.0, 2.5, 1.5, 1.0, 2.0]","[7, 9, 9, 9, 4, 3, 4, 4, 4, 4, 7, 3, 7, 3, 2, 3]","[5, 9, 3, 9, 9, 4, 9, 4, 4, 4, 4, 2, 7, 2, 3, 0]","[1.5, 0.5, 0.75, 0.75, 0.75, 0.5, 0.75, 0.75, 0.75, 0.75, 0.5, 0.5, 0.5, 0.25, 0.5, 0.5]","[3.0, 1.0, 0.75, 1.0, 1.5, 0.75, 1.0, 1.0, 1.0, 1.5, 1.0, 1.0, 0.5, 0.75, 1.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",2008-01-08 14:00,33.0,2,1.0,137.8,1.0,3.0,80.0,"[270.1875, 141.8825, 292.25, 149.3118667919715, 114.6275, 164.80269941693467]","[(270.1875, 1.9999999999998863), (141.8825, 25.0), (292.25, 5.0), (149.3118667919715, 60.0), (114.6275, 130.0), (164.80269941693467, 40.0)]",1.0,1,6,"[0.19999999999998863, 2.5, 0.5, 6.0, 13.0, 4.0]","[270.1875, 141.8825, 292.25, 149.3118667919715, 114.6275, 164.80269941693467]"
18171,"[14.0, 6.0, 8.3, 0.6999999999999993, 15.0, 1.0, 6.0, 3.0, 5.0, 5.0, 6.0, 13.599999999999994, 0.4000000000000057]","[151.75, 171.125, 171.0, 270.1875, 151.75, 158.0, 158.0, 167.40359922257957, 141.8825, 149.3118667919715, 141.8825, 141.8825, 159.41582238929536]",6,6.0,"[3.0, 5.0, 5.0, 6.0, 13.599999999999994, 0.4000000000000057]","[14.0, 20.0, 28.3, 29.0, 44.0, 45.0, 51.0, 54.0, 59.0, 64.0, 70.0, 83.6, 84.0]","[0.0, 14.0, 20.0, 28.3, 29.0, 44.0, 45.0, 51.0, 54.0, 59.0, 64.0, 70.0, 83.6]","[1.0, 1.5, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.5, 1.0, 1.0, 1.5]","[4, 9, 4, 7, 4, 4, 4, 3, 3, 3, 3, 3, 3]","[9, 5, 5, 4, 9, 4, 4, 3, 2, 2, 2, 2, 3]","[2.5, 2.0, 2.0, 1.0, 1.25, 1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[4.0, 4.0, 4.0, 2.0, 2.0, 2.5, 2.0, 0.5, 1.0, 0.75, 0.75, 1.0, 0.5]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2008-01-14 09:00,32.0,3,1.0,51.0,1.0,3.0,100.9123351677189,"[167.40359922257957, 141.8825, 149.3118667919715, 141.8825, 141.8825, 159.41582238929536]","[(167.40359922257957, 30.0), (141.8825, 50.0), (149.3118667919715, 50.0), (141.8825, 60.0), (141.8825, 135.99999999999994), (159.41582238929536, 4.000000000000057)]",1.0,1,6,"[3.0, 5.0, 5.0, 6.0, 13.599999999999994, 0.4000000000000057]","[167.40359922257957, 141.8825, 149.3118667919715, 141.8825, 141.8825, 159.41582238929536]"
19210,"[18.0, 37.0, 25.0, 15.5, 0.5, 4.0, 29.0, 6.0, 4.0, 10.0, 0.5, 1.5, 7.0, 4.0, 1.0, 12.0, 12.199999999999989, 0.8000000000000114, 5.0, 4.0]","[175.0, 233.59391954305838, 217.0, 175.0, 154.0, 238.0, 241.75, 174.25, 194.8508998056449, 158.0, 158.0, 175.60395559732385, 181.06998247500167, 141.8825, 154.1868667919715, 221.84391954305838, 141.8825, 140.0, 194.80538713582197, 105.75]",14,1.0,"[12.0, 12.199999999999989, 0.8000000000000114, 5.0, 4.0]","[18.0, 55.0, 80.0, 95.5, 96.0, 100.0, 129.0, 135.0, 139.0, 149.0, 149.5, 151.0, 158.0, 162.0, 163.0, 175.0, 187.2, 188.0, 193.0, 197.0]","[0.0, 18.0, 55.0, 80.0, 95.5, 96.0, 100.0, 129.0, 135.0, 139.0, 149.0, 149.5, 151.0, 158.0, 162.0, 163.0, 175.0, 187.2, 188.0, 193.0]","[2.0, 3.5, 3.0, 2.0, 1.5, 3.5, 3.0, 1.5, 2.0, 1.0, 1.0, 1.5, 2.5, 1.0, 1.5, 3.5, 1.0, 1.0, 3.0, 1.0]","[9, 3, 9, 9, 9, 9, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 6, 3, 2]","[9, 9, 9, 9, 9, 9, 9, 9, 3, 4, 4, 3, 3, 2, 0, 2, 2, 6, 2, 0]","[1.0, 0.5, 0.75, 0.75, 0.5, 0.5, 0.75, 0.75, 0.5, 0.75, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0, 0.5, 0.5]","[1.5, 1.0, 1.0, 1.0, 1.5, 1.0, 1.0, 1.25, 1.0, 1.25, 1.5, 0.75, 0.5, 1.0, 2.0, 0.75, 1.0, 5.0, 0.75, 1.5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2008-01-17 10:00,32.0,5,1.0,163.0,2.0,3.0,197.7469839309005,"[221.84391954305838, 141.8825, 140.0, 194.80538713582197, 105.75]","[(221.84391954305838, 120.0), (141.8825, 121.99999999999989), (140.0, 8.000000000000114), (194.80538713582197, 50.0), (105.75, 40.0)]",2.0,1,5,"[12.0, 12.199999999999989, 0.8000000000000114, 5.0, 4.0]","[221.84391954305838, 141.8825, 140.0, 194.80538713582197, 105.75]"
19450,"[12.0, 8.0, 15.0, 8.0, 9.0, 1.0, 2.0, 4.0, 6.0, 4.5, 0.5]","[222.5, 249.25, 258.6875, 222.5, 171.0, 181.0, 214.05538713582197, 158.0, 192.55248685625125, 114.0, 109.25]",5,1.0,"[2.0, 4.0, 6.0, 4.5, 0.5]","[12.0, 20.0, 35.0, 43.0, 52.0, 53.0, 55.0, 59.0, 65.0, 69.5, 70.0]","[0.0, 12.0, 20.0, 35.0, 43.0, 52.0, 53.0, 55.0, 59.0, 65.0, 69.5]","[1.5, 3.0, 2.5, 1.5, 1.0, 1.5, 3.0, 1.0, 2.5, 1.5, 1.5]","[5, 5, 5, 5, 4, 4, 3, 4, 3, 2, 1]","[5, 9, 7, 5, 5, 4, 4, 4, 4, 1, 6]","[1.0, 2.0, 2.0, 2.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0]","[3.0, 3.0, 4.0, 4.0, 3.0, 2.0, 1.0, 1.5, 0.5, 2.0, 3.0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2008-01-20 12:00,27.0,2,3.0,53.0,1.0,2.0,80.0,"[214.05538713582197, 158.0, 192.55248685625125, 114.0, 109.25]","[(214.05538713582197, 20.0), (158.0, 40.0), (192.55248685625125, 60.0), (114.0, 45.0), (109.25, 5.0)]",1.0,1,5,"[2.0, 4.0, 6.0, 4.5, 0.5]","[214.05538713582197, 158.0, 192.55248685625125, 114.0, 109.25]"
19670,"[28.0, 12.0, 18.0, 6.0, 4.5, 0.5, 19.0, 17.0, 6.0, 0.5, 1.0, 1.5, 6.0, 4.5, 0.5, 5.0, 7.0, 4.0]","[259.0, 238.0, 217.0, 196.75, 174.25, 152.25, 219.25, 181.0, 158.0, 197.0, 215.51749561875042, 157.3775, 149.3118667919715, 141.8825, 264.45499561875044, 141.8825, 167.40359922257957, 86.0]",9,0.5,"[1.0, 1.5, 6.0, 4.5, 0.5, 5.0, 7.0, 4.0]","[28.0, 40.0, 58.0, 64.0, 68.5, 69.0, 88.0, 105.0, 111.0, 111.5, 112.5, 114.0, 120.0, 124.5, 125.0, 130.0, 137.0, 141.0]","[0.0, 28.0, 40.0, 58.0, 64.0, 68.5, 69.0, 88.0, 105.0, 111.0, 111.5, 112.5, 114.0, 120.0, 124.5, 125.0, 130.0, 137.0]","[4.0, 3.5, 3.0, 2.0, 1.5, 1.0, 2.5, 1.5, 1.0, 1.0, 2.5, 1.0, 1.5, 1.0, 2.5, 1.0, 2.0, 1.0]","[9, 9, 9, 4, 4, 9, 4, 4, 4, 5, 4, 4, 3, 3, 7, 3, 3, 1]","[9, 9, 9, 9, 9, 5, 9, 4, 4, 4, 3, 3, 2, 2, 3, 2, 3, 2]","[0.5, 0.75, 0.75, 1.0, 1.0, 1.5, 0.75, 1.0, 1.0, 1.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.25, 1.0]","[1.0, 1.0, 1.5, 1.5, 1.5, 2.5, 1.0, 1.5, 2.0, 3.0, 0.75, 1.0, 0.75, 1.0, 0.75, 1.0, 0.5, 2.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2008-01-23 11:00,22.0,2,1.0,111.5,1.0,3.0,80.0,"[215.51749561875042, 157.3775, 149.3118667919715, 141.8825, 264.45499561875044, 141.8825, 167.40359922257957, 86.0]","[(215.51749561875042, 10.0), (157.3775, 15.0), (149.3118667919715, 60.0), (141.8825, 45.0), (264.45499561875044, 5.0), (141.8825, 50.0), (167.40359922257957, 70.0), (86.0, 40.0)]",1.0,1,8,"[1.0, 1.5, 6.0, 4.5, 0.5, 5.0, 7.0, 4.0]","[215.51749561875042, 157.3775, 149.3118667919715, 141.8825, 264.45499561875044, 141.8825, 167.40359922257957, 86.0]"
19810,"[5.0, 2.0, 3.0, 1.0, 24.0, 3.0, 5.5, 0.5]","[291.75, 210.0, 151.75, 158.0, 217.0, 156.1325, 156.1325, 224.61788713582197]",0,5.0,"[2.0, 3.0, 1.0, 24.0, 3.0, 5.5, 0.5]","[5.0, 7.0, 10.0, 11.0, 35.0, 38.0, 43.5, 44.0]","[0.0, 5.0, 7.0, 10.0, 11.0, 35.0, 38.0, 43.5]","[4.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 3.0]","[5, 5, 4, 4, 9, 3, 3, 3]","[7, 5, 9, 4, 9, 4, 4, 7]","[2.0, 3.0, 1.5, 1.0, 0.75, 0.5, 0.75, 0.25]","[4.0, 5.0, 3.0, 3.0, 1.25, 0.75, 1.0, 0.5]","[0, 0, 0, 0, 0, 0, 0, 1]",2008-01-24 09:00,33.0,3,1.0,5.0,1.0,3.0,100.9123351677189,"[210.0, 151.75, 158.0, 217.0, 156.1325, 156.1325, 224.61788713582197]","[(210.0, 20.0), (151.75, 30.0), (158.0, 10.0), (217.0, 240.0), (156.1325, 30.0), (156.1325, 55.0), (224.61788713582197, 5.0)]",1.0,1,7,"[2.0, 3.0, 1.0, 24.0, 3.0, 5.5, 0.5]","[210.0, 151.75, 158.0, 217.0, 156.1325, 156.1325, 224.61788713582197]"
19850,"[8.0, 4.0, 1.0, 7.0, 5.0, 14.5, 0.5, 8.0, 8.0]","[210.0, 210.0, 239.9375, 210.0, 151.75, 155.35395559732385, 158.0, 214.05538713582197, 156.1325]",3,7.0,"[5.0, 14.5, 0.5, 8.0, 8.0]","[8.0, 12.0, 13.0, 20.0, 25.0, 39.5, 40.0, 48.0, 56.0]","[0.0, 8.0, 12.0, 13.0, 20.0, 25.0, 39.5, 40.0, 48.0]","[1.0, 1.0, 1.5, 1.0, 1.0, 1.5, 1.0, 3.0, 1.0]","[5, 5, 5, 5, 4, 9, 4, 3, 3]","[5, 5, 7, 5, 9, 3, 4, 4, 4]","[3.0, 3.0, 1.0, 3.0, 1.0, 0.5, 1.0, 0.25, 0.25]","[6.0, 6.0, 3.0, 5.0, 2.0, 1.5, 2.0, 0.75, 0.75]","[0, 0, 1, 0, 0, 0, 0, 0, 0]",2008-01-24 11:00,35.0,3,1.0,20.0,1.0,3.0,100.9123351677189,"[151.75, 155.35395559732385, 158.0, 214.05538713582197, 156.1325]","[(151.75, 50.0), (155.35395559732385, 145.0), (158.0, 5.0), (214.05538713582197, 80.0), (156.1325, 80.0)]",1.0,1,5,"[5.0, 14.5, 0.5, 8.0, 8.0]","[151.75, 155.35395559732385, 158.0, 214.05538713582197, 156.1325]"
19851,"[11.0, 13.0, 1.0, 6.0, 13.0, 1.0, 14.0, 1.0, 11.0, 3.0]","[210.0, 171.0, 205.375, 210.0, 171.0, 197.0, 156.1325, 164.8118667919715, 156.1325, 159.41582238929536]",5,1.0,"[14.0, 1.0, 11.0, 3.0]","[11.0, 24.0, 25.0, 31.0, 44.0, 45.0, 59.0, 60.0, 71.0, 74.0]","[0.0, 11.0, 24.0, 25.0, 31.0, 44.0, 45.0, 59.0, 60.0, 71.0]","[1.0, 1.0, 1.5, 1.0, 1.0, 1.0, 1.0, 1.5, 1.0, 1.5]","[5, 4, 5, 5, 4, 5, 3, 3, 3, 3]","[5, 5, 9, 5, 5, 4, 4, 4, 4, 3]","[4.0, 2.0, 2.0, 2.0, 1.5, 2.0, 0.25, 0.25, 0.5, 0.25]","[6.0, 4.0, 4.0, 4.0, 2.5, 3.0, 0.75, 0.75, 1.0, 0.5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2008-01-24 13:00,32.0,2,1.0,45.0,1.0,3.0,80.0,"[156.1325, 164.8118667919715, 156.1325, 159.41582238929536]","[(156.1325, 140.0), (164.8118667919715, 10.0), (156.1325, 110.0), (159.41582238929536, 30.0)]",1.0,1,4,"[14.0, 1.0, 11.0, 3.0]","[156.1325, 164.8118667919715, 156.1325, 159.41582238929536]"
19870,"[58.0, 45.0, 1.0, 31.0, 5.0]","[220.0625, 169.30269941693467, 151.75, 155.51, 146.6325]",2,1.0,"[31.0, 5.0]","[58.0, 103.0, 104.0, 135.0, 140.0]","[0.0, 58.0, 103.0, 104.0, 135.0]","[2.5, 2.0, 1.0, 1.0, 1.0]","[9, 3, 4, 3, 3]","[7, 9, 9, 3, 7]","[1.0, 0.5, 1.25, 0.25, 0.25]","[1.5, 1.0, 2.0, 0.5, 0.75]","[1, 0, 0, 0, 0]",2008-01-24 15:00,27.0,3,1.0,104.0,1.0,3.0,100.9123351677189,"[155.51, 146.6325]","[(155.51, 310.0), (146.6325, 50.0)]",1.0,1,2,"[31.0, 5.0]","[155.51, 146.6325]"
19990,"[1.0, 33.0, 2.0, 1.0, 14.0, 12.0, 1.0, 0.5, 0.5, 4.0, 3.0, 7.0, 13.0, 4.5, 0.5, 3.8000000000000114, 0.6999999999999886, 0.5]","[292.25, 205.80538713582197, 133.0, 292.25, 160.75, 133.0, 275.9375, 197.0, 298.9375, 158.0, 293.1875, 141.8825, 174.55248685625125, 141.8825, 167.40359922257957, 141.8825, 292.25, 141.8825]",9,4.0,"[3.0, 7.0, 13.0, 4.5, 0.5, 3.8000000000000114, 0.6999999999999886, 0.5]","[100.0, 133.0, 135.0, 136.0, 150.0, 162.0, 163.0, 163.5, 164.0, 168.0, 171.0, 178.0, 191.0, 195.5, 196.0, 199.8, 200.5, 201.0]","[99.0, 100.0, 133.0, 135.0, 136.0, 150.0, 162.0, 163.0, 163.5, 164.0, 168.0, 171.0, 178.0, 191.0, 195.5, 196.0, 199.8, 200.5]","[3.5, 3.0, 1.0, 3.0, 1.5, 1.0, 2.5, 1.0, 4.5, 1.0, 4.0, 1.0, 2.5, 1.0, 2.0, 1.0, 3.0, 1.0]","[7, 3, 9, 7, 9, 9, 7, 5, 7, 4, 7, 3, 3, 3, 3, 3, 7, 3]","[7, 9, 9, 7, 4, 9, 4, 4, 4, 4, 4, 2, 2, 2, 3, 2, 7, 2]","[1.0, 0.5, 1.0, 1.0, 0.75, 1.0, 1.0, 2.0, 1.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[2.0, 0.75, 1.0, 2.0, 1.5, 1.5, 1.5, 3.0, 2.5, 1.0, 2.0, 0.75, 0.75, 0.75, 0.5, 1.0, 1.0, 1.0]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",2008-01-24 10:00,36.0,4,2.0,168.0,3.0,3.0,131.83132262060033,"[293.1875, 141.8825, 174.55248685625125, 141.8825, 167.40359922257957, 141.8825, 292.25, 141.8825]","[(293.1875, 30.0), (141.8825, 70.0), (174.55248685625125, 130.0), (141.8825, 45.0), (167.40359922257957, 5.0), (141.8825, 38.000000000000114), (292.25, 6.999999999999886), (141.8825, 5.0)]",3.0,1,8,"[3.0, 7.0, 13.0, 4.5, 0.5, 3.8000000000000114, 0.6999999999999886, 0.5]","[293.1875, 141.8825, 174.55248685625125, 141.8825, 167.40359922257957, 141.8825, 292.25, 141.8825]"
20030,"[20.0, 26.0, 14.0, 1.0, 1.5, 0.5, 8.0, 14.0, 3.5999999999999943, 0.4000000000000057, 1.7999999999999972, 0.20000000000000284]","[246.75, 225.25, 182.25, 275.9375, 158.0, 292.25, 141.8825, 167.40359922257957, 141.8825, 167.40359922257957, 114.6275, 140.0]",3,1.0,"[1.5, 0.5, 8.0, 14.0, 3.5999999999999943, 0.4000000000000057, 1.7999999999999972, 0.20000000000000284]","[20.0, 46.0, 60.0, 61.0, 62.5, 63.0, 71.0, 85.0, 88.6, 89.0, 90.8, 91.0]","[0.0, 20.0, 46.0, 60.0, 61.0, 62.5, 63.0, 71.0, 85.0, 88.6, 89.0, 90.8]","[3.5, 3.0, 2.0, 2.5, 1.0, 3.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0]","[9, 9, 9, 7, 4, 7, 3, 3, 3, 3, 2, 6]","[4, 4, 4, 4, 4, 7, 2, 3, 2, 3, 3, 6]","[0.75, 0.75, 1.0, 1.0, 0.5, 0.5, 0.5, 0.25, 0.5, 0.25, 0.5, 1.0]","[1.5, 1.5, 2.0, 2.0, 1.0, 1.0, 0.75, 0.5, 1.0, 0.5, 1.0, 2.0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",2008-01-24 11:00,30.0,3,2.0,61.0,2.0,3.0,100.9123351677189,"[158.0, 292.25, 141.8825, 167.40359922257957, 141.8825, 167.40359922257957, 114.6275, 140.0]","[(158.0, 15.0), (292.25, 5.0), (141.8825, 80.0), (167.40359922257957, 140.0), (141.8825, 35.99999999999994), (167.40359922257957, 4.000000000000057), (114.6275, 17.99999999999997), (140.0, 2.0000000000000284)]",2.0,1,8,"[1.5, 0.5, 8.0, 14.0, 3.5999999999999943, 0.4000000000000057, 1.7999999999999972, 0.20000000000000284]","[158.0, 292.25, 141.8825, 167.40359922257957, 141.8825, 167.40359922257957, 114.6275, 140.0]"
20070,"[10.0, 7.5, 1.5, 7.0, 6.5, 0.5, 1.5, 0.5, 6.0, 6.0, 8.899999999999999, 2.0, 0.10000000000000142]","[205.375, 190.0, 281.6875, 210.0, 190.0, 270.1875, 158.0, 292.25, 155.51, 167.40359922257957, 149.3118667919715, 114.6275, 140.0]",3,7.0,"[6.5, 0.5, 1.5, 0.5, 6.0, 6.0, 8.899999999999999, 2.0, 0.10000000000000142]","[10.0, 17.5, 19.0, 26.0, 32.5, 33.0, 34.5, 35.0, 41.0, 47.0, 55.9, 57.9, 58.0]","[0.0, 10.0, 17.5, 19.0, 26.0, 32.5, 33.0, 34.5, 35.0, 41.0, 47.0, 55.9, 57.9]","[1.5, 2.0, 3.0, 1.0, 2.0, 2.0, 1.0, 2.5, 1.0, 2.0, 1.5, 1.0, 1.0]","[5, 9, 7, 5, 9, 7, 4, 7, 3, 3, 3, 2, 6]","[9, 5, 4, 5, 5, 4, 4, 7, 3, 3, 2, 3, 6]","[2.5, 2.0, 1.5, 3.0, 2.0, 1.0, 0.75, 1.0, 0.25, 0.5, 0.5, 0.5, 1.0]","[4.0, 3.0, 2.5, 5.0, 3.0, 2.0, 1.5, 1.0, 0.5, 0.5, 0.75, 1.0, 1.0]","[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",2008-01-24 12:00,32.0,5,2.0,26.0,3.0,3.0,197.7469839309005,"[190.0, 270.1875, 158.0, 292.25, 155.51, 167.40359922257957, 149.3118667919715, 114.6275, 140.0]","[(190.0, 65.0), (270.1875, 5.0), (158.0, 15.0), (292.25, 5.0), (155.51, 60.0), (167.40359922257957, 60.0), (149.3118667919715, 88.99999999999999), (114.6275, 20.0), (140.0, 1.0000000000000142)]",3.0,1,9,"[6.5, 0.5, 1.5, 0.5, 6.0, 6.0, 8.899999999999999, 2.0, 0.10000000000000142]","[190.0, 270.1875, 158.0, 292.25, 155.51, 167.40359922257957, 149.3118667919715, 114.6275, 140.0]"
